t,driver_StreamingMetrics_streaming_lastCompletedBatch_processingDelay_value,driver_StreamingMetrics_streaming_lastCompletedBatch_schedulingDelay_value,driver_StreamingMetrics_streaming_lastCompletedBatch_totalDelay_value,1_diff_driver_StreamingMetrics_streaming_totalCompletedBatches_value,1_diff_driver_StreamingMetrics_streaming_totalProcessedRecords_value,1_diff_driver_StreamingMetrics_streaming_totalReceivedRecords_value,1_diff_driver_StreamingMetrics_streaming_lastReceivedBatch_records_value,1_diff_driver_BlockManager_memory_memUsed_MB_value,1_diff_driver_jvm_heap_used_value,1_diff_node5_CPU_ALL_Idle%,1_diff_node6_CPU_ALL_Idle%,1_diff_node7_CPU_ALL_Idle%,1_diff_node8_CPU_ALL_Idle%,1_diff_avg_executor_filesystem_hdfs_write_ops_value,1_diff_avg_executor_cpuTime_count,1_diff_avg_executor_runTime_count,1_diff_avg_executor_shuffleRecordsRead_count,1_diff_avg_executor_shuffleRecordsWritten_count,1_diff_avg_jvm_heap_used_value,timestamp
2018-06-14 13:26:03,2561.0,5.0,2566.0,1.0,1446856.0,0.0,0.0,174.0,21195056.0,3.700000000000003,6.799999999999997,8.5,46.900000000000006,0.0,0.0,0.0,0.0,0.0,250044000.0,1528982763
2018-06-14 13:26:04,2561.0,5.0,2566.0,0.0,0.0,0.0,0.0,167.0,3681752.0,9.5,5.0,5.700000000000003,12.899999999999991,0.0,0.0,0.0,0.0,0.0,318368856.0,1528982764
2018-06-14 13:26:05,2561.0,5.0,2566.0,0.0,0.0,8050772.0,6603916.0,203.0,20322536.0,-6.400000000000006,-3.6000000000000085,-38.1,-14.200000000000005,0.0,0.0,0.0,0.0,0.0,83647800.0,1528982765
2018-06-14 13:26:06,2561.0,5.0,2566.0,0.0,0.0,0.0,0.0,140.0,1840872.0,-23.1,-7.199999999999989,23.3,-27.7,0.0,2341786501.0,2556.5,0.0,23389.5,618795852.0,1528982766
2018-06-14 13:26:07,2561.0,5.0,2566.0,0.0,0.0,0.0,0.0,165.0,7185432.0,4.200000000000003,1.5,-1.4000000000000057,19.6,1.0,1744388153.5,1813.5,0.0,21735.0,909858136.0,1528982767
2018-06-14 13:26:08,2561.0,5.0,2566.0,0.0,0.0,0.0,0.0,205.0,28181840.0,16.499999999999993,4.299999999999997,6.5,14.900000000000006,39.0,497211408.0,808.0,67332.5,0.0,-1656338924.0,1528982768
2018-06-14 13:26:09,3512.0,0.0,3512.0,1.0,8050772.0,0.0,0.0,140.0,28335496.0,8.900000000000006,9.099999999999994,5.400000000000006,4.899999999999992,0.0,0.0,0.0,0.0,0.0,225985984.0,1528982769
2018-06-14 13:26:10,3512.0,0.0,3512.0,0.0,0.0,8278521.0,227749.0,166.0,19171152.0,-7.5,-8.0,-30.0,-6.5,0.0,0.0,0.0,0.0,0.0,399685840.0,1528982770
2018-06-14 13:26:11,3512.0,0.0,3512.0,0.0,0.0,0.0,0.0,203.0,3421968.0,-22.200000000000003,-8.799999999999997,17.0,-24.7,0.0,2159417197.0,2262.5,0.0,21236.0,1550635872.0,1528982771
2018-06-14 13:26:12,3512.0,0.0,3512.0,0.0,0.0,0.0,0.0,131.0,4716048.0,-8.0,6.799999999999997,14.099999999999994,-9.4,0.0,1577925287.0,1582.0,0.0,17169.0,-667511160.0,1528982772
2018-06-14 13:26:13,3512.0,0.0,3512.0,0.0,0.0,0.0,0.0,146.0,22269512.0,24.700000000000003,7.799999999999997,-0.0999999999999943,33.099999999999994,33.0,689191044.0,1326.0,53408.0,3253.5,-793765728.0,1528982773
2018-06-14 13:26:14,3512.0,0.0,3512.0,0.0,0.0,0.0,0.0,202.0,15330232.0,17.0,3.9000000000000057,2.5999999999999943,17.299999999999997,7.0,102453934.0,1056.0,13290.0,0.0,490973808.0,1528982774
2018-06-14 13:26:15,4515.0,1.0,4516.0,1.0,8278521.0,7388624.0,-889897.0,139.0,30436144.0,-12.700000000000005,-11.099999999999994,-12.0,-28.3,0.0,0.0,0.0,0.0,0.0,1836240052.0,1528982775
2018-06-14 13:26:16,4515.0,1.0,4516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528982776
2018-06-14 13:26:17,4515.0,1.0,4516.0,0.0,0.0,0.0,0.0,376.0,15790536.0,-11.599999999999994,3.5999999999999943,8.300000000000011,7.799999999999997,10.5,3488701834.5,3673.0,16472.5,39445.5,146566240.0,1528982777
2018-06-14 13:26:18,4515.0,1.0,4516.0,0.0,0.0,0.0,0.0,169.0,22579856.0,5.5,7.200000000000003,-0.4000000000000057,10.600000000000009,29.5,376553198.5,784.5,48430.0,0.0,-1410245640.0,1528982778
2018-06-14 13:26:19,3408.0,1.0,3409.0,1.0,7388624.0,0.0,0.0,128.0,19826960.0,18.099999999999994,7.0,8.099999999999994,10.700000000000005,0.0,0.0,0.0,0.0,0.0,326914356.0,1528982779
2018-06-14 13:26:20,3408.0,1.0,3409.0,0.0,0.0,7971250.0,582626.0,194.0,31359760.0,-14.099999999999994,-21.700000000000003,3.700000000000003,-13.0,0.0,0.0,0.0,0.0,0.0,-255234096.0,1528982780
2018-06-14 13:26:21,3408.0,1.0,3409.0,0.0,0.0,0.0,0.0,141.0,4949496.0,-18.300000000000004,-2.4000000000000057,-18.39999999999999,-31.10000000000001,0.0,2246548542.5,2320.5,0.0,29019.5,284745408.0,1528982781
2018-06-14 13:26:22,3408.0,1.0,3409.0,0.0,0.0,0.0,0.0,162.0,9654784.0,1.1000000000000014,-31.599999999999994,-12.900000000000006,-13.9,2.0,2039896182.5,2383.0,4320.0,25557.0,-158726200.0,1528982782
2018-06-14 13:26:23,3408.0,1.0,3409.0,0.0,0.0,0.0,0.0,220.0,36745520.0,23.8,37.2,12.299999999999995,43.3,38.0,555844892.5,764.5,78450.5,0.0,858093936.0,1528982783
2018-06-14 13:26:24,3469.0,0.0,3469.0,1.0,7971250.0,0.0,0.0,172.0,19865632.0,2.6000000000000085,10.399999999999991,10.0,0.7000000000000028,0.0,0.0,0.0,0.0,0.0,207137412.0,1528982784
2018-06-14 13:26:25,3469.0,0.0,3469.0,0.0,0.0,8365226.0,393976.0,132.0,26113616.0,-3.300000000000012,-9.799999999999995,-17.699999999999996,-3.4000000000000057,0.0,0.0,0.0,0.0,0.0,1638901172.0,1528982785
2018-06-14 13:26:26,3469.0,0.0,3469.0,0.0,0.0,0.0,0.0,205.0,13976920.0,-38.7,-12.299999999999995,-0.2000000000000028,-24.9,0.0,2150126150.0,2244.5,0.0,26487.5,-1423215248.0,1528982786
2018-06-14 13:26:27,3469.0,0.0,3469.0,0.0,0.0,0.0,0.0,171.0,4450424.0,20.6,9.599999999999994,9.4,-1.6000000000000014,5.5,2255165526.0,2397.5,13457.0,34166.5,-2084831372.0,1528982787
2018-06-14 13:26:28,3469.0,0.0,3469.0,0.0,0.0,0.0,0.0,137.0,40302416.0,14.700000000000005,7.900000000000006,-6.799999999999997,15.200000000000005,34.5,509979035.5,686.0,75727.0,0.0,804806428.0,1528982788
2018-06-14 13:26:29,3333.0,1.0,3334.0,1.0,8365226.0,0.0,0.0,204.0,12853264.0,9.0,4.0,11.700000000000005,20.8,0.0,0.0,0.0,0.0,0.0,315031196.0,1528982789
2018-06-14 13:26:30,3333.0,1.0,3334.0,0.0,0.0,7799325.0,-565901.0,138.0,26011328.0,-15.200000000000005,-10.599999999999994,7.899999999999991,-11.799999999999995,0.0,0.0,0.0,0.0,0.0,2015240440.0,1528982790
2018-06-14 13:26:31,3333.0,1.0,3334.0,0.0,0.0,0.0,0.0,161.0,3609816.0,-11.4,-2.0,-17.799999999999997,-25.5,0.0,2143115357.0,2223.0,0.0,26605.0,-1376126564.0,1528982791
2018-06-14 13:26:32,3333.0,1.0,3334.0,0.0,0.0,0.0,0.0,213.0,12315080.0,5.899999999999999,0.2999999999999971,-10.799999999999995,27.099999999999994,18.0,1764546509.5,1929.5,34472.5,21748.5,1496768884.0,1528982792
2018-06-14 13:26:33,3122.0,0.0,3122.0,1.0,7799325.0,0.0,0.0,172.0,35398944.0,14.0,8.0,7.0,9.900000000000006,22.0,361262181.0,474.0,41529.5,0.0,556141632.0,1528982793
2018-06-14 13:26:34,3122.0,0.0,3122.0,0.0,0.0,0.0,0.0,132.0,3090664.0,5.099999999999994,6.099999999999994,16.400000000000006,-8.299999999999997,0.0,0.0,0.0,0.0,0.0,-1830839088.0,1528982794
2018-06-14 13:26:35,3122.0,0.0,3122.0,0.0,0.0,8069311.0,269986.0,202.0,25978696.0,-3.5999999999999943,-3.3999999999999915,0.2999999999999971,5.799999999999997,0.0,0.0,0.0,0.0,0.0,-103948120.0,1528982795
2018-06-14 13:26:36,3122.0,0.0,3122.0,0.0,0.0,0.0,0.0,139.0,4351736.0,-23.3,-2.0,-5.200000000000003,-22.6,0.0,2142994100.0,2183.0,0.0,27660.5,-1284613856.0,1528982796
2018-06-14 13:26:37,3122.0,0.0,3122.0,0.0,0.0,0.0,0.0,168.0,8196168.0,6.5,-4.1000000000000085,-2.200000000000003,12.499999999999991,15.0,1821999175.5,1940.5,29183.0,25193.5,1525946736.0,1528982797
2018-06-14 13:26:38,3122.0,0.0,3122.0,0.0,0.0,0.0,0.0,204.0,30386232.0,17.0,12.600000000000009,8.200000000000003,15.800000000000011,25.0,400316067.0,534.5,54290.0,0.0,654461420.0,1528982798
2018-06-14 13:26:39,3189.0,0.0,3189.0,1.0,8069311.0,0.0,0.0,20.0,12849832.0,7.799999999999997,2.5999999999999943,9.0,5.0,0.0,0.0,0.0,0.0,0.0,203636128.0,1528982799
2018-06-14 13:26:40,3189.0,0.0,3189.0,0.0,0.0,8227877.0,158566.0,131.0,27260240.0,-12.5,-14.700000000000005,1.7000000000000028,-19.10000000000001,0.0,0.0,0.0,0.0,0.0,-2646439020.0,1528982800
2018-06-14 13:26:41,3189.0,0.0,3189.0,0.0,0.0,0.0,0.0,156.0,8661440.0,-19.9,-8.299999999999997,-24.8,-38.7,0.0,1517288908.5,1844.5,0.0,17548.5,2587850396.0,1528982801
2018-06-14 13:26:42,3189.0,0.0,3189.0,0.0,0.0,0.0,0.0,146.0,8670432.0,5.399999999999999,3.200000000000003,4.0,0.0,0.0,2214243701.5,2587.5,0.0,31694.0,-364854800.0,1528982802
2018-06-14 13:26:43,3189.0,0.0,3189.0,0.0,0.0,0.0,0.0,172.0,23478320.0,8.900000000000006,-36.6,-6.1000000000000085,42.6,30.0,543742263.0,784.0,55803.5,0.0,745696536.0,1528982803
2018-06-14 13:26:44,3189.0,0.0,3189.0,0.0,0.0,0.0,0.0,203.0,22921648.0,18.19999999999999,48.1,-8.799999999999997,3.0,10.0,162835953.5,619.5,21057.0,0.0,475496904.0,1528982804
2018-06-14 13:26:45,4191.0,0.0,4191.0,1.0,8227877.0,7331107.0,-896770.0,-715.0,38444040.0,-9.699999999999989,-12.900000000000006,25.599999999999994,-13.900000000000006,0.0,0.0,0.0,0.0,0.0,-2151455380.0,1528982805
2018-06-14 13:26:46,4191.0,0.0,4191.0,0.0,0.0,0.0,0.0,169.0,7950320.0,-31.500000000000007,-0.7000000000000028,-14.899999999999991,-15.699999999999996,0.0,2348636372.5,2496.0,0.0,30713.5,3149153604.0,1528982806
2018-06-14 13:26:47,4191.0,0.0,4191.0,0.0,0.0,0.0,0.0,218.0,15025624.0,15.000000000000009,4.400000000000006,2.700000000000003,13.5,17.5,1321717197.5,1480.0,33715.0,18120.0,-3144892876.0,1528982807
2018-06-14 13:26:48,4191.0,0.0,4191.0,0.0,0.0,0.0,0.0,155.0,35240072.0,14.599999999999994,0.9000000000000057,3.5,16.4,22.5,374688739.5,551.0,45239.0,0.0,654509328.0,1528982808
2018-06-14 13:26:49,3212.0,0.0,3212.0,1.0,7331107.0,0.0,0.0,-690.0,11857152.0,10.900000000000006,9.299999999999995,11.799999999999995,3.5999999999999943,0.0,0.0,0.0,0.0,0.0,355309620.0,1528982809
2018-06-14 13:26:50,3212.0,0.0,3212.0,0.0,0.0,8561553.0,1230446.0,202.0,27739472.0,-9.700000000000005,-15.0,-2.299999999999997,-10.699999999999989,0.0,0.0,0.0,0.0,0.0,2010526800.0,1528982810
2018-06-14 13:26:51,3212.0,0.0,3212.0,0.0,0.0,0.0,0.0,142.0,13354192.0,-23.40000000000001,0.7999999999999972,-11.5,-18.90000000000001,0.0,2256649059.5,2352.5,0.0,29207.5,-952455328.0,1528982811
2018-06-14 13:26:52,3212.0,0.0,3212.0,0.0,0.0,0.0,0.0,166.0,17498160.0,4.200000000000003,-3.299999999999997,-8.700000000000003,17.599999999999994,6.0,1631692225.0,1863.0,13583.5,21905.5,-839704604.0,1528982812
2018-06-14 13:26:53,3212.0,0.0,3212.0,0.0,0.0,0.0,0.0,203.0,21706696.0,24.40000000000001,15.0,12.200000000000005,12.5,29.5,451827528.0,841.5,64251.5,0.0,793669408.0,1528982813
2018-06-14 13:26:54,3906.0,0.0,3906.0,1.0,8561553.0,0.0,0.0,-643.0,-1106751528.0,3.1999999999999886,8.0,5.5,-0.8999999999999915,4.5,79108144.0,302.5,10969.5,0.0,-1768062596.0,1528982814
2018-06-14 13:26:55,3906.0,0.0,3906.0,0.0,0.0,8279046.0,-282507.0,166.0,32038152.0,-14.599999999999994,-5.299999999999997,5.199999999999989,-8.799999999999997,0.0,0.0,0.0,0.0,0.0,2169649144.0,1528982815
2018-06-14 13:26:56,3906.0,0.0,3906.0,0.0,0.0,0.0,0.0,205.0,20345864.0,-16.799999999999997,-5.6000000000000085,-9.5,-14.900000000000006,0.0,2578228845.0,2627.5,0.0,35356.0,-909662644.0,1528982816
2018-06-14 13:26:57,3906.0,0.0,3906.0,0.0,0.0,0.0,0.0,140.0,13444840.0,11.200000000000005,0.1000000000000085,5.5,-0.6000000000000014,12.5,1423316520.5,1563.0,26642.0,24612.5,-616011616.0,1528982817
2018-06-14 13:26:58,3906.0,0.0,3906.0,0.0,0.0,0.0,0.0,165.0,12788688.0,16.299999999999997,15.199999999999989,5.900000000000006,29.4,2.5,31637960.5,43.0,4346.5,0.0,330793636.0,1528982818
2018-06-14 13:26:59,3906.0,0.0,3906.0,0.0,0.0,0.0,0.0,204.0,52903008.0,1.2999999999999972,-8.299999999999997,0.2999999999999971,0.4000000000000057,25.0,423492871.5,1761.0,57101.5,0.0,681955088.0,1528982819
2018-06-14 13:27:00,4436.0,0.0,4436.0,1.0,8279046.0,7681402.0,-597644.0,-705.0,44405048.0,-8.299999999999997,-11.700000000000005,-30.8,-22.8,0.0,0.0,0.0,0.0,0.0,-297246552.0,1528982820
2018-06-14 13:27:01,4436.0,0.0,4436.0,0.0,0.0,0.0,0.0,161.0,3138920.0,-26.800000000000004,-1.6999999999999886,8.900000000000006,-25.800000000000004,0.0,2321936673.5,2434.0,0.0,30693.0,922775708.0,1528982821
2018-06-14 13:27:02,4436.0,0.0,4436.0,0.0,0.0,0.0,0.0,208.0,8243728.0,18.2,-41.60000000000001,-26.40000000000001,5.0,12.0,1869385430.0,2081.0,28051.0,23565.5,-586749920.0,1528982822
2018-06-14 13:27:03,4436.0,0.0,4436.0,0.0,0.0,0.0,0.0,173.0,28226712.0,-5.0,48.5,37.0,37.6,28.0,450124935.5,662.5,64160.0,0.0,-1380433208.0,1528982823
2018-06-14 13:27:04,3336.0,0.0,3336.0,1.0,7681402.0,0.0,0.0,-754.0,17238040.0,24.10000000000001,0.6000000000000085,3.0,-1.9000000000000057,0.0,0.0,0.0,0.0,0.0,343213580.0,1528982824
2018-06-14 13:27:05,3336.0,0.0,3336.0,0.0,0.0,8052633.0,371231.0,203.0,27908584.0,-9.5,-11.300000000000011,0.4000000000000057,-16.0,0.0,0.0,0.0,0.0,0.0,2002676084.0,1528982825
2018-06-14 13:27:06,3336.0,0.0,3336.0,0.0,0.0,0.0,0.0,141.0,40.0,-20.700000000000003,1.6000000000000083,-12.0,-16.099999999999994,0.0,2204635822.0,2268.0,0.0,30306.0,-1128058592.0,1528982826
2018-06-14 13:27:07,3336.0,0.0,3336.0,0.0,0.0,0.0,0.0,164.0,26130480.0,9.0,5.299999999999997,4.299999999999997,14.4,20.0,1943354948.5,2084.5,43215.0,25387.5,1743958280.0,1528982827
2018-06-14 13:27:08,3114.0,0.0,3114.0,1.0,8052633.0,0.0,0.0,-611.0,40378440.0,14.900000000000006,3.0999999999999943,2.299999999999997,11.9,20.0,339850696.5,464.5,43652.5,0.0,-1511059064.0,1528982828
2018-06-14 13:27:09,3114.0,0.0,3114.0,0.0,0.0,0.0,0.0,140.0,2643816.0,10.5,6.700000000000003,10.0,8.900000000000006,0.0,0.0,0.0,0.0,0.0,277561720.0,1528982829
2018-06-14 13:27:10,3114.0,0.0,3114.0,0.0,0.0,8276605.0,223972.0,165.0,28798944.0,-17.60000000000001,-14.5,-0.7999999999999972,-17.200000000000003,0.0,0.0,0.0,0.0,0.0,-126791708.0,1528982830
2018-06-14 13:27:11,3114.0,0.0,3114.0,0.0,0.0,0.0,0.0,204.0,8340544.0,-14.799999999999995,-0.5,-15.100000000000009,-16.400000000000006,0.0,2583019048.0,2681.0,0.0,39328.5,-1099070148.0,1528982831
2018-06-14 13:27:12,3114.0,0.0,3114.0,0.0,0.0,0.0,0.0,140.0,12975592.0,7.099999999999994,-0.0999999999999943,6.700000000000003,19.90000000000001,15.0,1652183645.0,1769.0,34789.5,30860.5,1924981532.0,1528982832
2018-06-14 13:27:13,3114.0,0.0,3114.0,0.0,0.0,0.0,0.0,166.0,34119856.0,21.700000000000003,5.599999999999994,11.600000000000009,11.799999999999995,6.0,97277663.5,128.0,15094.0,0.0,407625996.0,1528982833
2018-06-14 13:27:14,3114.0,0.0,3114.0,0.0,0.0,0.0,0.0,204.0,5327328.0,1.4000000000000057,6.799999999999997,4.199999999999989,1.5,19.0,306695072.0,1777.0,49599.5,0.0,-1362516948.0,1528982834
2018-06-14 13:27:15,4587.0,0.0,4587.0,1.0,8276605.0,7682179.0,-594426.0,-715.0,45560224.0,-25.40000000000001,-4.699999999999989,-11.0,-18.0,0.0,0.0,0.0,0.0,0.0,-1872444764.0,1528982835
2018-06-14 13:27:16,4587.0,0.0,4587.0,0.0,0.0,0.0,0.0,142.0,2652768.0,-5.0,2.1999999999999886,0.5,-9.700000000000005,0.0,2170450295.5,2571.0,0.0,35045.0,1220725352.0,1528982836
2018-06-14 13:27:17,4587.0,0.0,4587.0,0.0,0.0,0.0,0.0,227.0,23531328.0,7.5,2.4000000000000057,-4.199999999999989,25.40000000000001,12.5,1612049634.0,1709.5,29223.5,32735.5,1785614540.0,1528982837
2018-06-14 13:27:18,4587.0,0.0,4587.0,0.0,0.0,0.0,0.0,140.0,27369112.0,18.700000000000003,2.200000000000003,8.899999999999991,8.5,27.5,391992916.5,961.0,68115.0,0.0,-3378116352.0,1528982838
2018-06-14 13:27:19,3603.0,1.0,3604.0,1.0,7682179.0,0.0,0.0,-708.0,28782560.0,5.5,5.399999999999992,5.900000000000006,-1.7000000000000028,0.0,0.0,0.0,0.0,0.0,296095324.0,1528982839
2018-06-14 13:27:20,3603.0,1.0,3604.0,0.0,0.0,8041332.0,359153.0,203.0,23227976.0,-21.8,-15.599999999999994,-2.200000000000003,-15.0,0.0,261342792.5,262.0,0.0,3213.0,2048674244.0,1528982840
2018-06-14 13:27:21,3603.0,1.0,3604.0,0.0,0.0,0.0,0.0,140.0,3138800.0,-10.200000000000005,-9.099999999999994,-33.0,-44.9,0.0,1658400933.0,1752.5,0.0,19621.5,-1820189416.0,1528982841
2018-06-14 13:27:22,3603.0,1.0,3604.0,0.0,0.0,0.0,0.0,165.0,12745448.0,9.5,-19.60000000000001,-2.5,33.3,5.0,2028683736.5,2298.0,10148.5,33273.0,1928880124.0,1528982842
2018-06-14 13:27:23,3603.0,1.0,3604.0,0.0,0.0,0.0,0.0,204.0,22276128.0,13.599999999999994,33.0,24.8,16.1,21.5,329857129.0,849.5,54655.0,0.0,643674256.0,1528982843
2018-06-14 13:27:24,3996.0,0.0,3996.0,1.0,8041332.0,0.0,0.0,-638.0,34675120.0,6.1000000000000085,5.1000000000000085,-1.0,7.400000000000006,13.5,219698798.0,558.0,35242.0,0.0,-1477020252.0,1528982844
2018-06-14 13:27:25,3996.0,0.0,3996.0,0.0,0.0,8278121.0,236789.0,165.0,20738840.0,-15.700000000000005,-9.100000000000009,4.200000000000003,-18.5,0.0,0.0,0.0,0.0,0.0,-184994796.0,1528982845
2018-06-14 13:27:26,3996.0,0.0,3996.0,0.0,0.0,0.0,0.0,202.0,4017768.0,-13.1,-0.7000000000000028,-14.5,-14.300000000000004,0.0,2201026529.5,2254.0,0.0,30719.5,1151456548.0,1528982846
2018-06-14 13:27:27,3996.0,0.0,3996.0,0.0,0.0,0.0,0.0,140.0,5538240.0,11.000000000000009,6.6000000000000085,5.200000000000003,-14.4,10.0,1870483417.5,2044.5,20687.5,21061.5,-791636464.0,1528982847
2018-06-14 13:27:28,3996.0,0.0,3996.0,0.0,0.0,0.0,0.0,166.0,35661240.0,6.099999999999994,-4.5,4.099999999999994,38.8,30.0,476381839.5,726.5,61788.5,0.0,717216096.0,1528982848
2018-06-14 13:27:29,3423.0,0.0,3423.0,1.0,8278121.0,0.0,0.0,-706.0,26069792.0,11.599999999999994,5.399999999999992,7.1000000000000085,7.599999999999994,0.0,0.0,0.0,0.0,0.0,311603684.0,1528982849
2018-06-14 13:27:30,3423.0,0.0,3423.0,0.0,0.0,7680768.0,-597353.0,133.0,20584856.0,-17.89999999999999,-7.599999999999994,-3.5,-18.3,0.0,0.0,0.0,0.0,0.0,-4432968.0,1528982850
2018-06-14 13:27:31,3423.0,0.0,3423.0,0.0,0.0,0.0,0.0,158.0,9312584.0,-12.1,-0.0999999999999943,-10.700000000000005,-14.799999999999995,0.0,2151193598.5,2185.0,0.0,22763.5,-1081704916.0,1528982851
2018-06-14 13:27:32,3423.0,0.0,3423.0,0.0,0.0,0.0,0.0,200.0,25274552.0,15.999999999999991,3.899999999999992,-0.4000000000000057,28.0,5.0,1386092738.5,1465.0,5732.5,14498.0,996632284.0,1528982852
2018-06-14 13:27:33,3423.0,0.0,3423.0,0.0,0.0,0.0,0.0,171.0,6719616.0,-1.5999999999999943,5.200000000000003,14.900000000000006,5.200000000000003,12.0,187841474.5,1240.5,17372.0,0.0,421427536.0,1528982853
2018-06-14 13:27:34,3423.0,0.0,3423.0,0.0,0.0,0.0,0.0,133.0,14441848.0,17.700000000000003,9.400000000000006,2.0999999999999943,0.0,17.0,246210231.5,544.5,24338.0,0.0,567718624.0,1528982854
2018-06-14 13:27:35,4959.0,0.0,4959.0,1.0,7680768.0,8040637.0,359869.0,-678.0,49741016.0,-11.299999999999995,-9.600000000000009,-5.099999999999994,-11.900000000000006,6.0,112739200.0,874.0,10234.0,0.0,-1936360676.0,1528982855
2018-06-14 13:27:36,4959.0,0.0,4959.0,0.0,0.0,0.0,0.0,172.0,8245696.0,-17.60000000000001,-7.599999999999994,-3.4000000000000057,-13.9,0.0,2236766861.0,2441.5,0.0,24290.5,617053148.0,1528982856
2018-06-14 13:27:37,4959.0,0.0,4959.0,0.0,0.0,0.0,0.0,133.0,14639256.0,4.799999999999997,9.0,-21.3,10.199999999999996,12.0,1579780909.5,1762.0,16880.5,15128.5,1521182032.0,1528982857
2018-06-14 13:27:38,4959.0,0.0,4959.0,0.0,0.0,0.0,0.0,204.0,63338952.0,15.0,5.899999999999992,27.90000000000001,20.80000000000001,27.5,427851372.5,886.5,43806.0,0.0,-1412930320.0,1528982858
2018-06-14 13:27:39,4959.0,0.0,4959.0,0.0,0.0,0.0,0.0,171.0,16457616.0,8.400000000000006,-3.5999999999999943,8.599999999999994,3.799999999999997,0.5,15955199.5,363.5,1567.5,0.0,212327320.0,1528982859
2018-06-14 13:27:40,4224.0,0.0,4224.0,1.0,8040637.0,8280252.0,239615.0,-682.0,29191736.0,1.5999999999999943,2.9000000000000057,2.0999999999999943,-4.1000000000000085,0.0,0.0,0.0,0.0,0.0,313375184.0,1528982860
2018-06-14 13:27:41,4224.0,0.0,4224.0,0.0,0.0,0.0,0.0,204.0,9379792.0,-49.8,-38.10000000000001,-15.099999999999994,-37.89999999999999,0.0,0.0,0.0,0.0,0.0,372938096.0,1528982861
2018-06-14 13:27:42,4224.0,0.0,4224.0,0.0,0.0,0.0,0.0,140.0,11878440.0,15.0,2.4000000000000057,-31.8,6.299999999999997,0.0,3172907573.0,3319.5,0.0,30610.0,683930648.0,1528982862
