t,driver_StreamingMetrics_streaming_lastCompletedBatch_processingDelay_value,driver_StreamingMetrics_streaming_lastCompletedBatch_schedulingDelay_value,driver_StreamingMetrics_streaming_lastCompletedBatch_totalDelay_value,1_diff_driver_StreamingMetrics_streaming_totalCompletedBatches_value,1_diff_driver_StreamingMetrics_streaming_totalProcessedRecords_value,1_diff_driver_StreamingMetrics_streaming_totalReceivedRecords_value,1_diff_driver_StreamingMetrics_streaming_lastReceivedBatch_records_value,1_diff_driver_BlockManager_memory_memUsed_MB_value,1_diff_driver_jvm_heap_used_value,1_diff_node5_CPU_ALL_Idle%,1_diff_node6_CPU_ALL_Idle%,1_diff_node7_CPU_ALL_Idle%,1_diff_node8_CPU_ALL_Idle%,1_diff_avg_executor_filesystem_hdfs_write_ops_value,1_diff_avg_executor_cpuTime_count,1_diff_avg_executor_runTime_count,1_diff_avg_executor_shuffleRecordsRead_count,1_diff_avg_executor_shuffleRecordsWritten_count,1_diff_avg_jvm_heap_used_value,timestamp,label
2018-06-14 13:24:26,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,247.0,6572136.0,-9.200000000000005,-34.8,-18.5,-9.799999999999995,0.0,0.0,0.0,0.0,0.0,-480186842.6666665,1528982666,0
2018-06-14 13:24:27,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,267.0,1145128.0,12.899999999999991,38.0,10.100000000000009,10.0,0.0,0.0,0.0,0.0,0.0,492445330.6666665,1528982667,0
2018-06-14 13:24:28,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,388.0,7261872.0,1.9000000000000057,3.3999999999999915,8.700000000000003,1.0,0.0,0.0,0.0,0.0,0.0,-198644146.6666665,1528982668,0
2018-06-14 13:24:29,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,330.0,2277000.0,4.5,-83.1,-3.6000000000000085,6.5,0.0,-4480327.5,0.6666666666667425,-16.833333333333258,-17.333333333333258,720776697.3333333,1528982669,0
2018-06-14 13:24:30,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,262.0,3294264.0,-9.599999999999994,93.9,3.299999999999997,-3.700000000000003,0.0,4480327.5,-0.6666666666667425,16.833333333333258,17.333333333333258,136924905.3333335,1528982670,0
2018-06-14 13:24:31,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,397.0,6060328.0,-6.5,-20.90000000000001,-4.399999999999992,-10.899999999999991,0.0,-4480327.5,0.6666666666667425,-16.833333333333258,-17.333333333333258,263046962.6666665,1528982671,0
2018-06-14 13:24:32,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,325.0,2277160.0,6.599999999999994,6.099999999999994,4.5,7.099999999999994,0.0,4480327.5,-0.6666666666667425,16.833333333333258,17.333333333333258,-366973314.6666665,1528982672,0
2018-06-14 13:24:33,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,260.0,1138664.0,9.299999999999995,1.4000000000000057,0.2999999999999971,11.100000000000009,0.0,0.0,0.0,0.0,0.0,642011736.0,1528982673,0
2018-06-14 13:24:34,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,385.0,3365272.0,0.1000000000000085,5.900000000000006,-4.400000000000006,-0.8000000000000114,0.0,0.0,0.0,0.0,0.0,-288435664.0,1528982674,0
2018-06-14 13:24:35,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,262.0,3802328.0,-13.800000000000011,2.0999999999999943,4.400000000000006,-35.39999999999999,0.0,0.0,0.0,0.0,0.0,-67570850.66666698,1528982675,0
2018-06-14 13:24:36,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,283.0,2785360.0,0.4000000000000057,-9.700000000000005,0.2000000000000028,22.39999999999999,0.0,0.0,0.0,0.0,0.0,497941808.0,1528982676,0
2018-06-14 13:24:37,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,389.0,4680464.0,0.0,-1.0,0.0999999999999943,5.800000000000011,0.0,0.0,0.0,0.0,0.0,513850109.3333335,1528982677,0
2018-06-14 13:24:38,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,265.0,2277000.0,12.599999999999994,5.200000000000003,0.0,7.699999999999989,0.0,0.0,0.0,0.0,0.0,-451859984.0,1528982678,0
2018-06-14 13:24:39,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,329.0,4156800.0,0.8000000000000114,4.900000000000006,-6.399999999999992,-3.299999999999997,0.0,0.0,0.0,0.0,0.0,-35043906.66666651,1528982679,0
2018-06-14 13:24:40,-1.0,-1.0,-1.0,0.0,0.0,16276020.0,16276020.0,388.0,64893320.0,-12.800000000000011,5.0,0.5,-11.0,0.0,0.0,0.0,0.0,0.0,949461600.0,1528982680,0
2018-06-14 13:24:41,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,255.0,9278160.0,-1.6999999999999886,-37.8,-12.200000000000005,-16.099999999999994,0.0,1748941366.6666665,1896.3333333333333,0.0,8678.333333333332,-62089389.33333349,1528982681,0
2018-06-14 13:24:42,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,317.0,2277144.0,1.7999999999999972,1.1000000000000014,7.700000000000003,14.899999999999991,0.0,2202805552.0000005,2406.6666666666665,0.0,11080.666666666666,272056824.0,1528982682,0
2018-06-14 13:24:43,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,306.0,4850000.0,11.599999999999994,8.0,-15.100000000000009,3.5,0.0,1776450816.0,2272.333333333333,0.0,10558.333333333336,-83778469.33333349,1528982683,0
2018-06-14 13:24:44,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,343.0,13829152.0,-3.700000000000003,-8.600000000000001,12.0,2.1000000000000085,0.0,1688474229.999999,1935.666666666668,0.0,11905.333333333332,-12449234.666666508,1528982684,0
2018-06-14 13:24:45,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,303.0,4317168.0,-18.39999999999999,16.9,-0.2999999999999971,-9.400000000000006,0.0,1823506827.333334,1977.333333333332,0.0,12554.333333333336,562583258.666667,1528982685,0
2018-06-14 13:24:46,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,383.0,6800496.0,8.099999999999994,-11.1,4.0,-6.799999999999997,0.0,1594356220.666666,1718.666666666668,0.0,11784.666666666664,361981653.333333,1528982686,0
2018-06-14 13:24:47,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,280.0,7710432.0,3.1000000000000085,6.600000000000001,-0.5999999999999943,11.900000000000006,0.0,2532968517.666668,2643.666666666666,0.0,14169.666666666672,302467501.333333,1528982687,0
2018-06-14 13:24:48,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,278.0,3625752.0,10.899999999999991,-10.799999999999995,2.0999999999999943,5.5,0.0,1330315106.666666,1397.0,0.0,7846.0,-1087883778.6666665,1528982688,0
2018-06-14 13:24:49,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,366.0,4849912.0,-0.2999999999999971,4.699999999999996,-1.9000000000000057,-1.5,0.0,2160345166.666668,2243.0,0.0,14190.0,980544152.0000004,1528982689,0
2018-06-14 13:24:50,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,284.0,10060600.0,-10.099999999999994,16.000000000000007,-5.199999999999989,-11.600000000000009,0.0,1951350743.666664,2026.0,0.0,21575.33333333333,-201154264.0,1528982690,0
2018-06-14 13:24:51,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,283.0,4655608.0,-2.700000000000003,-17.300000000000004,-1.1000000000000083,-16.199999999999996,0.0,1271609737.666668,1363.0,0.0,15237.666666666655,-5371141.333333969,1528982691,0
2018-06-14 13:24:52,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,371.0,46413560.0,3.700000000000003,8.999999999999993,3.0,15.1,0.0,1403894190.0,1636.0,0.0,17908.666666666686,1337709178.666667,1528982692,0
2018-06-14 13:24:53,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,194.0,15937416.0,5.399999999999992,-2.5999999999999943,-2.700000000000003,2.799999999999997,20.666666666666668,1391727325.333332,2366.333333333332,117177.33333333334,0.0,-863682765.333333,1528982693,0
2018-06-14 13:24:54,14144.0,4.0,14148.0,1.0,16276020.0,0.0,0.0,390.0,74195712.0,4.799999999999997,-6.0,-13.799999999999995,-11.700000000000005,32.66666666666667,256135442.666668,521.6666666666679,40311.66666666667,0.0,-297148061.333334,1528982694,0
2018-06-14 13:24:55,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,379.0,9802736.0,-10.099999999999994,-18.4,4.900000000000006,7.0,0.0,0.0,0.0,0.0,0.0,492829952.0,1528982695,0
2018-06-14 13:24:56,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,297.0,3641472.0,-7.5,14.5,13.099999999999994,-1.5,0.0,0.0,0.0,0.0,0.0,469803536.0,1528982696,0
2018-06-14 13:24:57,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,250.0,3803856.0,-11.0,17.499999999999993,6.200000000000003,13.0,0.0,0.0,0.0,0.0,0.0,435809480.0,1528982697,0
2018-06-14 13:24:58,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,376.0,4828448.0,27.90000000000001,10.600000000000009,-3.0,3.299999999999997,0.0,0.0,0.0,0.0,0.0,-453607168.0,1528982698,0
2018-06-14 13:24:59,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,290.0,5213240.0,1.3999999999999917,-9.200000000000005,4.0,7.600000000000008,0.0,0.0,0.0,0.0,0.0,499057178.666667,1528982699,0
2018-06-14 13:25:00,14144.0,4.0,14148.0,0.0,0.0,14105189.0,-2170831.0,282.0,43787760.0,-14.0,13.200000000000005,-4.099999999999994,-17.5,0.0,716362089.3333321,778.3333333333321,0.0,9604.333333333314,-192301741.33333305,1528982700,0
2018-06-14 13:25:01,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,325.0,13899728.0,5.299999999999997,-23.60000000000001,-10.700000000000005,-3.299999999999997,0.0,1704691973.0,1818.666666666668,0.0,19736.0,-463565765.333334,1528982701,0
2018-06-14 13:25:02,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,334.0,9970088.0,-2.0,-5.399999999999992,6.899999999999992,8.599999999999994,0.0,1800257880.0,2112.666666666664,0.0,26511.0,533121912.0,1528982702,0
2018-06-14 13:25:03,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,295.0,5886848.0,9.900000000000006,13.399999999999991,3.5,6.400000000000006,2.6666666666666643,2328528584.166668,2380.833333333336,8571.666666666657,36896.83333333334,762681306.666667,1528982703,0
2018-06-14 13:25:04,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,377.0,8244408.0,1.9000000000000057,-8.399999999999991,0.0,-1.0,-2.6666666666666643,701839029.5,789.5,-8571.666666666657,-2695.833333333343,-315856592.0,1528982704,0
2018-06-14 13:25:05,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,291.0,12166128.0,-14.5,18.599999999999994,0.5,-12.5,0.0,2336039353.666668,2716.666666666664,0.0,14505.00000000003,-552008101.333333,1528982705,0
2018-06-14 13:25:06,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,290.0,6106432.0,-4.400000000000006,-14.799999999999995,0.7000000000000028,9.5,0.0,1875949278.999996,1961.0,0.0,17718.333333333314,341089656.0,1528982706,0
2018-06-14 13:25:07,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,388.0,8288408.0,5.0,0.9000000000000057,-0.7000000000000028,4.5,0.0,2256550195.666672,2342.333333333336,0.0,27599.33333333332,254458213.33333305,1528982707,0
2018-06-14 13:25:08,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,290.0,7903328.0,7.5,1.0,0.4000000000000057,-2.800000000000012,0.0,1754611511.0,1812.666666666664,0.0,22606.33333333337,192790664.0,1528982708,0
2018-06-14 13:25:09,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,294.0,6826288.0,4.700000000000003,9.899999999999991,-0.9000000000000057,2.800000000000012,0.0,1908955106.666664,1999.333333333336,0.0,24583.0,138958896.0,1528982709,0
2018-06-14 13:25:10,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,390.0,3810856.0,-11.200000000000005,4.1000000000000085,0.3000000000000113,-12.300000000000011,0.0,1933856778.666664,1983.0,0.0,27350.666666666628,1279311338.666667,1528982710,0
2018-06-14 13:25:11,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,291.0,8862888.0,1.0999999999999943,-15.300000000000011,1.3999999999999917,-1.5999999999999943,0.0,1827879671.0,1881.666666666664,0.0,25634.66666666669,724961879.999999,1528982711,0
2018-06-14 13:25:12,14144.0,4.0,14148.0,0.0,0.0,0.0,0.0,291.0,26885296.0,-5.699999999999989,6.1000000000000085,0.2999999999999971,17.099999999999994,26.0,1164596170.6666718,1412.0,189953.66666666663,4931.666666666686,-1364251285.333333,1528982712,0
2018-06-14 13:25:13,13076.0,0.0,13076.0,1.0,14105189.0,0.0,0.0,385.0,68438256.0,14.699999999999989,-3.1000000000000085,-2.5999999999999943,-3.5999999999999943,27.333333333333343,278712726.6666641,455.33333333333576,65027.666666666686,0.0,-599354832.0,1528982713,0
2018-06-14 13:25:14,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,319.0,9910296.0,0.9000000000000057,14.200000000000005,10.299999999999995,7.900000000000006,0.0,0.0,0.0,0.0,0.0,480367408.0,1528982714,0
2018-06-14 13:25:15,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,255.0,11028888.0,-14.599999999999994,-3.5999999999999943,-0.7999999999999972,-10.5,0.0,0.0,0.0,0.0,0.0,435873976.0,1528982715,0
2018-06-14 13:25:16,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,383.0,5124216.0,1.1999999999999886,-11.400000000000006,0.0,-3.700000000000003,0.0,0.0,0.0,0.0,0.0,520385952.00000095,1528982716,0
2018-06-14 13:25:17,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,288.0,8397456.0,5.0,8.299999999999997,0.5999999999999943,10.700000000000005,0.0,0.0,0.0,0.0,0.0,482467168.0,1528982717,0
2018-06-14 13:25:18,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,284.0,6864160.0,3.300000000000012,10.900000000000006,-5.899999999999992,3.3999999999999915,0.0,0.0,0.0,0.0,0.0,-723901002.666667,1528982718,0
2018-06-14 13:25:19,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,382.0,12161168.0,6.099999999999994,-14.900000000000006,5.5,-1.7000000000000028,0.0,0.0,0.0,0.0,0.0,497706661.333333,1528982719,0
2018-06-14 13:25:20,13076.0,0.0,13076.0,0.0,0.0,14385072.0,279883.0,223.0,43168712.0,-13.400000000000006,8.200000000000003,-3.799999999999997,-36.7,-2.6666666666666714,808168443.0,1312.0,-10786.166666666686,532.8333333333139,1523367932.0,1528982720,0
2018-06-14 13:25:21,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,222.0,8046392.0,-3.6999999999999886,-22.599999999999994,-4.900000000000006,-43.0,2.6666666666666714,1005406664.0,617.3333333333358,10786.166666666686,17923.833333333314,-1252602113.333334,1528982721,0
2018-06-14 13:25:22,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,358.0,10903712.0,10.0,4.200000000000003,-0.2000000000000028,67.1,0.0,1596217714.666664,2678.666666666664,0.0,15569.666666666686,983742290.666668,1528982722,0
2018-06-14 13:25:23,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,259.0,2285264.0,0.5,-2.6000000000000085,0.2999999999999971,2.5,0.0,2307131273.666672,2418.333333333336,0.0,25203.33333333332,86061242.66666603,1528982723,0
2018-06-14 13:25:24,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,302.0,13282232.0,1.5,13.200000000000005,-15.699999999999989,-0.9000000000000057,0.0,1485084284.0,1783.3333333333285,0.0,10889.333333333372,-305261197.333334,1528982724,0
2018-06-14 13:25:25,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,401.0,8497096.0,-10.100000000000009,2.799999999999997,10.799999999999995,-14.799999999999995,0.0,1777036550.3333282,1837.0,0.0,13637.0,180169869.333334,1528982725,0
2018-06-14 13:25:26,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,261.0,3784664.0,-17.599999999999994,-9.599999999999994,-3.0,-3.700000000000003,0.0,2061074902.333336,2163.333333333336,0.0,13206.333333333314,138689930.66666603,1528982726,0
2018-06-14 13:25:27,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,324.0,13101992.0,14.0,-1.2000000000000028,6.799999999999997,16.900000000000006,0.0,1458046111.666664,1500.6666666666715,0.0,12449.333333333314,1086474.6666679382,1528982727,0
2018-06-14 13:25:28,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,382.0,4642240.0,-0.1000000000000085,2.700000000000003,-0.5,0.9000000000000057,0.0,2759656606.0,2853.666666666657,0.0,22626.66666666669,29485069.33333206,1528982728,0
2018-06-14 13:25:29,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,287.0,5809744.0,-5.099999999999994,-2.9000000000000057,-22.599999999999994,-21.90000000000001,0.0,1595595182.0,1655.333333333343,0.0,14057.666666666628,1202362578.666668,1528982729,0
2018-06-14 13:25:30,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,227.0,15658368.0,-1.0999999999999943,-12.699999999999996,11.899999999999991,1.2000000000000028,0.0,1559776842.6666718,1942.0,0.0,12505.666666666744,-806805128.0,1528982730,0
2018-06-14 13:25:31,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,413.0,12588784.0,-0.1000000000000085,4.0,-2.0999999999999943,-2.4000000000000057,0.0,1810369235.666664,1871.0,0.0,14216.666666666628,-120740341.33333395,1528982731,0
2018-06-14 13:25:32,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,291.0,10418384.0,13.100000000000009,16.4,6.5,15.299999999999995,1.3333333333333286,1853645042.0,1937.0,9052.666666666628,13996.333333333372,102943637.33333395,1528982732,0
2018-06-14 13:25:33,13076.0,0.0,13076.0,0.0,0.0,0.0,0.0,291.0,-817816208.0,1.1999999999999886,3.799999999999997,-0.5,9.100000000000009,47.33333333333334,1106571786.0,1456.0,179486.00000000006,1724.0,1347396405.333332,1528982733,0
2018-06-14 13:25:34,13725.0,1.0,13726.0,1.0,14385072.0,0.0,0.0,388.0,34128168.0,7.600000000000008,1.4000000000000057,7.899999999999991,8.599999999999994,4.666666666666657,5212325.0,29.333333333328483,0.0,0.0,-2194224714.666666,1528982734,0
2018-06-14 13:25:35,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,292.0,9578616.0,-19.5,8.200000000000003,-6.199999999999989,-31.8,0.0,0.0,0.0,0.0,0.0,-789010130.666666,1528982735,0
2018-06-14 13:25:36,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,296.0,3316424.0,-5.200000000000003,-12.700000000000005,-0.5,5.299999999999997,0.0,0.0,0.0,0.0,0.0,497388397.33333206,1528982736,0
2018-06-14 13:25:37,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,387.0,3435504.0,10.799999999999995,5.5,3.799999999999997,15.400000000000006,0.0,0.0,0.0,0.0,0.0,483240128.0,1528982737,0
2018-06-14 13:25:38,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,257.0,4947224.0,6.299999999999997,-0.1000000000000085,-0.6000000000000085,-3.1000000000000085,0.0,0.0,0.0,0.0,0.0,495435816.0,1528982738,0
2018-06-14 13:25:39,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,152.0,3324600.0,5.0,5.0,7.400000000000006,13.800000000000011,0.0,0.0,0.0,0.0,0.0,468200234.666668,1528982739,0
2018-06-14 13:25:40,13725.0,1.0,13726.0,0.0,0.0,16350523.0,1965451.0,234.0,51843104.0,-16.89999999999999,0.4000000000000057,-12.700000000000005,-39.10000000000001,0.0,683242033.3333282,751.6666666666715,0.0,4248.333333333256,-829625384.0,1528982740,0
2018-06-14 13:25:41,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,162.0,5802472.0,-17.5,-18.8,-17.0,7.200000000000003,0.0,2131788035.666672,2245.0,0.0,12725.666666666744,1029810469.333332,1528982741,0
2018-06-14 13:25:42,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,221.0,9635160.0,20.700000000000003,-14.400000000000006,17.200000000000003,6.599999999999994,0.0,1499997236.0,1579.666666666657,0.0,8573.666666666628,-218683405.3333321,1528982742,0
2018-06-14 13:25:43,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,253.0,6405720.0,12.099999999999994,9.400000000000006,-2.4000000000000057,8.5,0.0,2080793770.666672,2172.6666666666715,0.0,11674.333333333372,-164218301.33333397,1528982743,0
2018-06-14 13:25:44,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,79.0,5802480.0,6.700000000000003,7.0,7.600000000000008,-8.399999999999991,8.0,1383054028.8333282,1676.5,33538.16666666663,25220.666666666628,8547420.0,1528982744,0
2018-06-14 13:25:45,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,73.0,21693144.0,-22.8,2.299999999999997,-3.200000000000003,-2.6000000000000085,-8.0,2221506224.833328,1922.1666666666715,-33538.16666666663,-6270.666666666628,-291211033.333334,1528982745,0
2018-06-14 13:25:46,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,-15.0,2587656.0,-6.900000000000006,-8.0,-7.0,0.5,0.0,1893139345.666672,2463.666666666657,0.0,12772.333333333256,1017498600.0,1528982746,0
2018-06-14 13:25:47,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,-84.0,14470392.0,14.700000000000005,0.2999999999999971,2.299999999999997,7.700000000000003,0.0,1633757672.6666718,1679.0,0.0,9406.666666666744,-58979253.33333206,1528982747,0
2018-06-14 13:25:48,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,69.0,15753056.0,11.599999999999994,9.400000000000006,3.799999999999997,10.299999999999995,0.0,2288443015.6666565,2379.0,0.0,13765.666666666628,-68599125.33333397,1528982748,0
2018-06-14 13:25:49,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,-4.0,13584152.0,3.200000000000003,4.399999999999992,-3.299999999999997,2.4000000000000057,0.0,1726239357.6666718,1802.0,0.0,13574.333333333372,1358458045.333334,1528982749,0
2018-06-14 13:25:50,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,-77.0,14871960.0,-22.40000000000001,-2.799999999999997,-5.099999999999994,-20.700000000000003,0.0,1710809474.3333282,1788.333333333343,0.0,18422.0,-206796002.666668,1528982750,0
2018-06-14 13:25:51,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,71.0,17937072.0,-0.6999999999999886,-5.599999999999994,-9.400000000000006,-5.0,0.0,2471206749.666672,2599.3333333333285,0.0,29145.666666666628,-328111245.33333206,1528982751,0
2018-06-14 13:25:52,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,17.0,10774888.0,0.7999999999999972,6.200000000000003,-20.3,19.200000000000003,0.0,668315313.6666718,877.6666666666715,0.0,5894.333333333372,-1838071194.666668,1528982752,0
2018-06-14 13:25:53,13725.0,1.0,13726.0,0.0,0.0,0.0,0.0,-57.0,78683880.0,16.89999999999999,3.5999999999999943,33.0,2.700000000000003,51.33333333333334,1121334004.6666565,1759.666666666657,160531.0,1378.0,1456286714.666668,1528982753,0
2018-06-14 13:25:54,13752.0,0.0,13752.0,1.0,16350523.0,0.0,0.0,-1003.0,37453648.0,-3.799999999999997,6.599999999999994,11.799999999999995,3.5,2.0,2861595.666671753,13.666666666671516,0.0,0.0,581844325.3333321,1528982754,0
2018-06-14 13:25:55,13752.0,0.0,13752.0,0.0,0.0,0.0,0.0,376.0,7606800.0,-22.8,1.2000000000000028,-1.5,-18.5,0.0,0.0,0.0,0.0,0.0,444670080.0,1528982755,0
2018-06-14 13:25:56,13752.0,0.0,13752.0,0.0,0.0,0.0,0.0,293.0,8285928.0,-7.700000000000003,-17.200000000000003,-39.2,-16.800000000000004,0.0,0.0,0.0,0.0,0.0,500687088.0,1528982756,0
2018-06-14 13:25:57,13752.0,0.0,13752.0,0.0,0.0,0.0,0.0,291.0,10077744.0,19.0,9.0,25.0,29.1,0.0,0.0,0.0,0.0,0.0,447564456.0,1528982757,0
